ugov_id,brand_name_tax,TwitterHandle,TwitterHandle2
32012,Cooper Tires,@CooperTire,
1000762,CooperVision,@CooperVision,
5005,Coors Banquet,@CoorsBanquet,
5028,Coors Light,@CoorsLight,
20007,Coreg,NOT AVAILABLE,
20008,Coricidin,NOT AVAILABLE,
5006,Corona,@corona,
18010,Cosi,@get_cosi,
1000976,Cosmopolitan,@Cosmopolitan_LV,
14004,Cost Plus World Market,@worldmarket,
14005,Costco,NOT AVAILABLE,
4003,Country Time,@CountryTime,
40003,Courtyard by Marriott,@CourtyardHotels,
6008,Courvoisier,@CourvoisierUSA,
1000061,Cover Girl,@COVERGIRL,
16008,Cracker Barrel,@CrackerBarrel,
37003,Craftsman,@craftsman,
13008,Crest,@Crest,
20009,Crestor,NOT AVAILABLE,
1001063,Cricket Wireless,@Cricketnation,
42006,Crocs,@Crocs,
6009,Crown Royal,@CrownRoyal,
40004,Crowne Plaza,@CrownePlaza,
3006,Crush,@crushsoda,
4004,Crystal Light,@CrystalLight,
24005,Cub Foods,@cubfoods,
35026,CVS,@cvspharmacy,
19006,Dairy Queen,@DairyQueen,
4005,Dasani,@dasaniwater,
1000971,Dave and Buster's,@DaveandBusters,
13009,Dawn,@DawnDish,
1001453,Dayquil,@NyQuilDayQuil,
40005,Days Inn,@daysinn,
1000609,Del Taco,@DelTaco,
11008,Dell,@Dell,
1010,Delta,@Delta,
1001160,Delta Faucet,@deltafaucet,
18011,Denny's,@DennysDiner,
1001068,Desitin,@desitin,
22009,Detrol,NOT AVAILABLE,
37004,DeWalt,@DEWALTtough,
53595,Dice,@Dicedotcom,
35011,Dick's,@DICKS,
3026,Diet Coke,@DietCoke,
53110,Diet Dr. Pepper,NOT AVAILABLE,
53111,Diet Mountain Dew,NOT AVAILABLE,
3027,Diet Pepsi,@dietpepsi,
14006,Dillard's,@Dillards,
1000409,DirecTV (satellite),@DIRECTV,
27006,Discover,@Discover,
31008,Discovery Channel,@Discovery,
1000410,Dish Network,@dish,
31009,Disney Channel,@DisneyChannel,
1000687,Disney Store,@shopDisney,
38007,Disneyland / Disney World,@Disneyland,@WaltDisneyWorld
39028,Dockers,@Dockers,
7008,Dodge,@Dodge,
1001213,Dogfish Head,@dogfishbeer,
4029,Dole,@DoleSunshine,
39011,Dollar,@DollarCars,
1000436,Dollar General,@DollarGeneral,
1000982,Dollar Shave Club,@DollarShaveClub,
1000438,Dollar Tree,@DollarTree,
19007,Domino's,@dominos,
52009,Doritos,@Doritos,
40006,Doubletree,@DoubleTree,
39033,Dove,@Dove,
1001470,Dove Baby,NOT AVAILABLE,
3008,Dr. Pepper,@drpepper,
53108,Dr. Scholl's shoes,@drscholls_shoes,
9012,Dress Barn,@dressbarn,
36007,DSW Shoes,@dsw_us,
1001228,DULUTH HOLDINGS INC,@DuluthTradingCo,
19009,Dunkin',@dunkindonuts,
1001281,E!,@eentertainment,
27007,E*TRADE,@etrade,
29028,EarthLink,@EarthLink,
1000325,Earth's Best,@EarthsBest,
1000980,Eat 24,@Eat24,
26009,eBay,@eBay,
40007,Econo Lodge,NOT AVAILABLE,
53567,eHow,@eHow,
29009,Electronic Arts,@EA,
1000498,Embassy Suites,@EmbassySuites,
52026,Emerald Nuts,@EmeraldNuts,
53080,Emergen-C,@emergenc,
22011,Enbrel,@enbrel,
22013,Ensure,NOT AVAILABLE,
1000682,EQUIFAX INC,@Equifax,
30011,ESPN,@espn,
1000059,Estee Lauder,@EsteeLauder,
53507,Esurance,@esurance,
23006,Excalibur,@ExcaliburVegas,
21009,Excedrin,@Excedrin,
38008,Expedia,@Expedia,
10009,Express,@express,
1001472,Exuviance,@Exuviance,
32026,ExxonMobil,@exxonmobil,
35012,F.Y.E,@officialfye,
26010,Facebook,@Facebook,
14007,Family Dollar,@myfamilydollar,
16009,Famous Dave's,@Famous_Daves,
36008,Famous Footwear,@FamousFootwear,
22014,Femara,NOT AVAILABLE,
53177,Fiat,@FIATUSA,@fiat
13030,Fiber One,@FiberOne,
12009,Fifth-Third,@FifthThird,
53114,First Republic,@firstrepublic,
23007,Flamingo,@FlamingoVegas,
52006,Flat Earth,NOT AVAILABLE,
15006,Fleming's,@Flemings,
22015,Flonase,@flonase,
4007,Folgers,@Folgers,
24006,Food Lion,@FoodLion,
31010,Food Network,@FoodNetwork,
1001135,Food Should Taste Good,@FSTG_Chips,
36015,Foot Locker,@footlocker,
7009,Ford,@Ford,
22016,Fosamax,NOT AVAILABLE,
41009,Fossil,@Fossil,
5008,Fosters,NOT AVAILABLE,
30012,FOX,@FOXTV,
30013,Fox Business Network,@FoxBusiness,
30014,Fox News Channel,@FoxNews,
27010,Franklin Templeton,@FTI_US,
35030,Fred's,@do_deals,
1001048,Freeform,@FreeformTV,
3010,Fresca,NOT AVAILABLE,
24026,Fresh & Easy,@FreshandEasy,
1000674,Fresh Market,@TheFreshMarket,
13026,Frito-Lay,@Fritolay,
52010,Fritos,@Fritolay,
1000412,Frontier Communications,@FrontierCorp,
1000615,Frosted Flakes,@frosted_flakes,
1001129,Fruit Gushers,@gushers,
30015,FS1,@FS1,
1000487,Fuddruckers,@fuddruckers,
31011,FX,@FXNetworks,
53030,G2,NOT AVAILABLE,
35015,GameStop,@GameStop,
10011,Gap,@Gap,
4010,Gatorade,@Gatorade,
2009,GE,@generalelectric,@GE_Appliances
2026,GE Profile,NOT AVAILABLE,
25009,Geico,@GEICO,
1001132,General Mills,@GeneralMills,
53086,General Motors,@GM,
24007,Giant,@GiantFood,
13013,Gillette,@Gillette,
22017,Glucerna,NOT AVAILABLE,
32015,GMGoodwrench,NOT AVAILABLE,
1000691,GNC,@GNCLiveWell,
26029,GoDaddy,@GoDaddy,
1000985,Go-Gurt,NOT AVAILABLE,
1001474,Gold Bond,NOT AVAILABLE,
27011,Goldman Sachs,@GoldmanSachs,
32016,Goodyear,@goodyear,
26013,Google,@Google,
1001400,Google Home,@madebygoogle,
1001289,Google Nest,@googlenest,
1001412,Google Photos,@googlephotos,
1001257,Google Pixel,@madebygoogle,
53490,Google+,NOT AVAILABLE,
6011,Gordon's,NOT AVAILABLE,
1000376,Grand Hyatt,@Hyatt,
53518,Great Wolf Lodge,@GreatWolfLodge,
4011,Green Mountain,@GreenMtnCoffee,
53106,Groupon,@Groupon,
1000008,GrubHub.com,@Grubhub,
5009,Guinness,@GuinnessUS,
36010,Gymboree,@Gymboree,
1000039,Hamburger Helper,@helper,
40009,Hampton Inn,@HamptonByHilton,
53008,Hansen's,NOT AVAILABLE,
23011,Harrah's,@HarrahsVegas,
24009,Harris Teeter,@HarrisTeeter,
1001041,Hautelook,@HauteLook,
1000347,Haverty's Furniture,@havertys,
53019,Hawaiian Punch,@HawaiianPunchUS,
1001475,Hawaiian Tropic,NOT AVAILABLE,
31012,HBO,@HBO,
1000083,Head & Shoulders,@Headshoulders,
1000033,Herbal Essences,@herbalessences,
1001312,Hershey's,@Hersheys,
39015,Hertz,@Hertz,
31013,HGTV,@hgtv,
35018,Hibbett Sports,@hibbettsports,
40010,Hilton,@HiltonHotels,
1000485,Hilton Garden Inn,@HiltonGardenInn,
31021,History Channel,@HISTORY,
30006,HLN,@HLNTV,
40011,Holiday Inn,@HolidayInn,
1000607,Holiday Inn Express,@HIExpress,
38009,Holland America Line,@HALcruises,
10012,Hollister,@HollisterCo,
1001404,Home Chef,@realhomechef,
34008,Home Depot,@HomeDepot,
34028,Home Goods,@HomeGoods,
1001324,HomeAway,@homeaway,
1000664,Homewood Suites,@HomewoodSuites,
7011,Honda,@Honda,
1000616,Honey Bunches of Oats,@HBOats,
1001417,Honey Nut Cheerios,NOT AVAILABLE,
1000732,Hotel Indigo,@hotelindigo,
1001214,Hotels.com,@hotelsdotcom,
2012,Hotpoint,@HotpointUK,
38027,Hotwire.com,@Hotwire,
11012,HP,@HP,
12011,HSBC,@HSBC,
1001437,Hubert’s Lemonade,@HubertsLemonade,
53556,Hulu,@hulu,
53653,Humana,@Humana,
12012,Huntington Bank,@Huntington_Bank,
37008,Husky,NOT AVAILABLE,
40012,Hyatt,@Hyatt,
1001182,Hyatt Centric,@HyattCentric,
1000380,Hyatt House,@Hyatt,
1000379,Hyatt Place,@Hyatt,
1000378,Hyatt Regency,@hyattregency,
11013,IBM,@IBM,
5011,Icehouse,NOT AVAILABLE,
1000756,Icy Hot,NOT AVAILABLE,
53564,iHeartRadio,@iHeartRadio,
18017,IHOP,@IHOP,
26014,imdb.com,@IMDb,
20010,Imitrex,NOT AVAILABLE,
1000706,Imodium,NOT AVAILABLE,
2013,InSinkErator,@InSinkErator,
1000357,Instagram,@instagram,
11014,Intel,@intel,
1000606,Intercontinental Hotels,@InterConHotels,
53040,iPad,NOT AVAILABLE,
53043,iPhone,NOT AVAILABLE,
53042,iPod,NOT AVAILABLE,
37009,Irwin,@IRWINtools,
1000343,iTunes,@iTunes,
1000365,iTunes Radio,@AppleMusic,
53001,Izze,@IZZE,
6014,J & B,NOT AVAILABLE,
15007,J. Alexander's,@jalexanders,
10014,J. Crew,@jcrew,
10026,J. Jill,@JJillStyle,
14008,J.C. Penney,@jcpenney,
6015,Jack Daniel's,@JackDaniels_US,
17009,Jack in the Box,@JackBox,
1001397,Jaguar,@JaguarUSA,@Jaguar
19013,Jamba,@JambaJuice,
36012,Jared,@ThatsJared,
7014,Jeep,@Jeep,
2014,Jenn-Air,@jennair,
1015,JetBlue,@JetBlue,
32018,Jiffy Lube,@jiffylube,
6016,Jim Beam,@JimBeam,
53082,John Deere,@JohnDeere,
25013,John Hancock,@johnhancockusa,
6017,Johnnie Walker,@JohnnieWalkerUS,@johnniewalker_
22026,Johnson & Johnson,@JNJNews,
1000698,Johnson's Baby,@johnsonsbaby,
53007,Jones Soda,@jonessodaco,
10015,Jos. A. Bank,@JosABank,
36019,Journey's,@journeys,
27013,JP Morgan Chase,@jpmorgan,
1000686,Justice,NOT AVAILABLE,
1000486,JW Marriott,@JWMarriott,
53059,K & G Fashion Superstore,@kgfashion,
13028,Kashi,@KashiFoods,
36013,Kay,@KayJewelers,
2015,Kenmore,@kenmore,
52024,Kettle Brand Chips,@kettlebrand,
12013,KeyBank,@keybank,
5012,Keystone Light,@KeystoneLightUS,
17010,KFC,@kfc,
1001191,Kibbles 'n Bits,@KibblesNBits,
1000728,Kimpton Hotels & Restaurants,@Kimpton,
53544,Kindle,@AmazonKindle,
1016,KLM,@KLM_US,@KLM
14009,Kmart,@Kmart,
38010,Knott's Berry Farm,@knotts,
11028,Kodak,@Kodak,
14010,Kohl's,@Kohls,
15008,Kona Grill,@konagrill,
19014,Krispy Kreme,@krispykreme,
24011,Kroger,@kroger,
40013,La Quinta Inn,@LQ,
1000707,Lactaid,@Lactaid,
21010,Lamisil,NOT AVAILABLE,
1001248,Land Rover,@LandRoverUSA,@LandRover
9016,Lane Bryant,@lanebryant,
1000997,Larabar,@larabar,
23033,Las Vegas Hilton,@WestgateVegas,
13014,Lay's,@LAYS,
34011,La-Z-Boy,@lazboy,
1001396,Le Petit Marseillais,NOT AVAILABLE,
42011,Lee,@LeeJeans,
53052,LendingTree,@LendingTree,
2016,Lennox,@LennoxAir,
41013,Levi's,@LEVIS,
11016,Lexmark,@lexmark,
7015,Lexus,@Lexus,
2017,LG,@LGUS,
1000994,Liberte,@LiberteUSA,
1000586,Life Lock,@LifeLock,
31014,Lifetime,@lifetimetv,
7016,Lincoln,@LincolnMotorCo,
37011,Lincoln Electric,@LincolnElectric,
26015,LinkedIn,@LinkedIn,
20012,Lipitor,NOT AVAILABLE,
4012,Lipton,@Lipton,
1000710,Listerine,@Listerine,
1001454,Little Fevers,@LittleRemedies,
1001389,Live Nation,@LiveNation,
1000423,LivingSocial,@LivingSocial,
41014,Liz Claiborne,@LizClaiborneNY,
53728,LOFT,@LOFT,
1001014,Logo TV,@LogoTV,
